State,variable_detailed,variatble_type,value,file
Nevada,hispanic,DNA_collection_breakdown,1201,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,asian,DNA_collection_breakdown,135,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,native_american,DNA_collection_breakdown,101,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,white,DNA_collection_breakdown,2590,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,black_proportion,state_demographic,0.093,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,hispanic_proportion,state_demographic,0.281,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,asian_proportion,state_demographic,0.085,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,native_american_proportion,state_demographic,0.016,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,white_proportion,state_demographic,0.507,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,black_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,hispanic_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,asian_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,native_american_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Nevada,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,black_proportion,DNA_collection_breakdown,0.064,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,asian_proportion,DNA_collection_breakdown,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,native_american_proportion,DNA_collection_breakdown,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,white_proportion,DNA_collection_breakdown,0.926,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,black,DNA_collection_breakdown,40,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,asian,DNA_collection_breakdown,3,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,native_american,DNA_collection_breakdown,3,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,white,DNA_collection_breakdown,578,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,black_proportion,state_demographic,0.015,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,hispanic_proportion,state_demographic,0.034,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,asian_proportion,state_demographic,0.026,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,native_american_proportion,state_demographic,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,white_proportion,state_demographic,0.91,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,black_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,asian_proportion,population_data_collected,0.0001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,native_american_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Hampshire,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,black_proportion,DNA_collection_breakdown,0.528,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,hispanic_proportion,DNA_collection_breakdown,0.084,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,asian_proportion,DNA_collection_breakdown,0.013,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,native_american_proportion,DNA_collection_breakdown,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,white_proportion,DNA_collection_breakdown,0.375,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,black,DNA_collection_breakdown,9444,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,hispanic,DNA_collection_breakdown,1499,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,asian,DNA_collection_breakdown,225,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,native_american,DNA_collection_breakdown,22,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,white,DNA_collection_breakdown,6708,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,black_proportion,state_demographic,0.148,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,hispanic_proportion,state_demographic,0.197,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,asian_proportion,state_demographic,0.097,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,native_american_proportion,state_demographic,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,white_proportion,state_demographic,0.562,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,black_proportion,population_data_collected,0.007,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,hispanic_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,asian_proportion,population_data_collected,0.0003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,native_american_proportion,population_data_collected,0.0004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Jersey,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,black_proportion,DNA_collection_breakdown,0.06,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,hispanic_proportion,DNA_collection_breakdown,0.52,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,native_american_proportion,DNA_collection_breakdown,0.11,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,white_proportion,DNA_collection_breakdown,0.31,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,black,DNA_collection_breakdown,157,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,hispanic,DNA_collection_breakdown,1363,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,native_american,DNA_collection_breakdown,288,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,white,DNA_collection_breakdown,813,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,black_proportion,state_demographic,0.026,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,hispanic_proportion,state_demographic,0.48,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,asian_proportion,state_demographic,0.017,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,native_american_proportion,state_demographic,0.105,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,white_proportion,state_demographic,0.384,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,black_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,hispanic_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,native_american_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_Mexico,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,black_proportion,DNA_collection_breakdown,0.518,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,hispanic_proportion,DNA_collection_breakdown,0.316,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,asian_proportion,DNA_collection_breakdown,0.037,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,white_proportion,DNA_collection_breakdown,0.129,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,black,DNA_collection_breakdown,68684,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,hispanic,DNA_collection_breakdown,41970,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,asian,DNA_collection_breakdown,4939,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,white,DNA_collection_breakdown,17116,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,black_proportion,state_demographic,0.176,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,hispanic_proportion,state_demographic,0.188,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,asian_proportion,state_demographic,0.088,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,native_american_proportion,state_demographic,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,white_proportion,state_demographic,0.56,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,black_proportion,population_data_collected,0.02,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,hispanic_proportion,population_data_collected,0.011,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,asian_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
New_York,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,black_proportion,DNA_collection_breakdown,0.523,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,asian_proportion,DNA_collection_breakdown,0.0005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,native_american_proportion,DNA_collection_breakdown,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,white_proportion,DNA_collection_breakdown,0.475,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,black,DNA_collection_breakdown,12270,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,asian,DNA_collection_breakdown,11,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,native_american,DNA_collection_breakdown,31,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,white,DNA_collection_breakdown,11138,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,black_proportion,state_demographic,0.221,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,hispanic_proportion,state_demographic,0.091,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,asian_proportion,state_demographic,0.028,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,native_american_proportion,state_demographic,0.016,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,white_proportion,state_demographic,0.638,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,black_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,native_american_proportion,population_data_collected,0.0002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Carolina,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,black_proportion,DNA_collection_breakdown,0.092,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,hispanic_proportion,DNA_collection_breakdown,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,asian_proportion,DNA_collection_breakdown,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,native_american_proportion,DNA_collection_breakdown,0.151,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,white_proportion,DNA_collection_breakdown,0.745,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,black,DNA_collection_breakdown,2983,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,hispanic,DNA_collection_breakdown,92,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,asian,DNA_collection_breakdown,178,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,native_american,DNA_collection_breakdown,4893,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,white,DNA_collection_breakdown,24363,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,black_proportion,state_demographic,0.024,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,hispanic_proportion,state_demographic,0.035,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,asian_proportion,state_demographic,0.014,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,native_american_proportion,state_demographic,0.055,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,white_proportion,state_demographic,0.858,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,black_proportion,population_data_collected,0.164,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,hispanic_proportion,population_data_collected,0.004,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,asian_proportion,population_data_collected,0.017,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,native_american_proportion,population_data_collected,0.117,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
North_Dakota,white_proportion,population_data_collected,0.038,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,black_proportion,DNA_collection_breakdown,0.362,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,hispanic_proportion,DNA_collection_breakdown,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,asian_proportion,DNA_collection_breakdown,0.0003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,native_american_proportion,DNA_collection_breakdown,0.0002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,white_proportion,DNA_collection_breakdown,0.632,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,black,DNA_collection_breakdown,26015,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,hispanic,DNA_collection_breakdown,402,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,asian,DNA_collection_breakdown,25,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,native_american,DNA_collection_breakdown,17,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,white,DNA_collection_breakdown,45454,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,black_proportion,state_demographic,0.127,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,hispanic_proportion,state_demographic,0.036,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,asian_proportion,state_demographic,0.021,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,native_american_proportion,state_demographic,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,white_proportion,state_demographic,0.798,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,black_proportion,population_data_collected,0.018,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,hispanic_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,asian_proportion,population_data_collected,0.0001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,native_american_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Ohio,white_proportion,population_data_collected,0.005,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,black_proportion,DNA_collection_breakdown,0.267,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,hispanic_proportion,DNA_collection_breakdown,0.077,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,native_american_proportion,DNA_collection_breakdown,0.108,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,white_proportion,DNA_collection_breakdown,0.549,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,black,DNA_collection_breakdown,2841,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,hispanic,DNA_collection_breakdown,815,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,native_american,DNA_collection_breakdown,1147,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,white,DNA_collection_breakdown,5853,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,black_proportion,state_demographic,0.078,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,hispanic_proportion,state_demographic,0.101,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,asian_proportion,state_demographic,0.022,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,native_american_proportion,state_demographic,0.091,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,white_proportion,state_demographic,0.665,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,black_proportion,population_data_collected,0.009,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,hispanic_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,native_american_proportion,population_data_collected,0.003,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oklahoma,white_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,black_proportion,DNA_collection_breakdown,0.102,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,hispanic_proportion,DNA_collection_breakdown,0.163,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,native_american_proportion,DNA_collection_breakdown,0.031,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,white_proportion,DNA_collection_breakdown,0.704,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,black,DNA_collection_breakdown,515,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,hispanic,DNA_collection_breakdown,824,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,native_american,DNA_collection_breakdown,154,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,white,DNA_collection_breakdown,3552,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,black_proportion,state_demographic,0.021,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,hispanic_proportion,state_demographic,0.127,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,asian_proportion,state_demographic,0.044,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,native_american_proportion,state_demographic,0.018,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,white_proportion,state_demographic,0.766,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,black_proportion,population_data_collected,0.006,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,hispanic_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,native_american_proportion,population_data_collected,0.002,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Oregon,white_proportion,population_data_collected,0.001,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
Pennsylvania,black_proportion,DNA_collection_breakdown,0.406,https://drive.google.com/file/d/12HjMjiu1W9L6SblIHv9AZMSxgU2NzLAE/view?usp=sharing
